UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,2,2010,59,3595164,1735171,1859993,1454522,1520659,179315,220292,14397,15326,69507,84238,2521,2500,14909,16978,1466628,1534247,182804,224750,23360,25832,74139,89188,4443,4561,1577062,1693541,1307757,1366846,173575,213626,11810,12832,68496,83051,2133,2120,13291,15066,1318461,1378766,176297,217194,20032,22451,72765,87546,3893,3986,158109,166452,146765,153813,5740,6666,2587,2494,1011,1187,388,380,1618,1912,148167,155481,6507,7556,3328,3381,1374,1642,550,575
R,2,2010,60,3577534,1726862,1850672,1454175,1519167,172741,214573,13814,14945,69410,83049,2395,2412,14327,16526,1465825,1532385,176060,218952,22560,25348,73764,87738,4308,4353,1576746,1690840,1314667,1371129,167314,208302,11429,12601,68478,81997,2068,2095,12790,14716,1324991,1382793,169940,211842,19439,22153,72464,86248,3813,3840,150116,159832,139508,148038,5427,6271,2385,2344,932,1052,327,317,1537,1810,140834,149592,6120,7110,3121,3195,1300,1490,495,513
R,2,2010,61,3419729,1641723,1778006,1394099,1474290,155635,195462,12747,13740,63491,76596,2075,2203,13676,15715,1405363,1487070,158693,199502,21395,23690,67404,80901,3717,4028,1507772,1631965,1269586,1338936,150829,189813,10651,11689,62675,75643,1784,1879,12247,14005,1279591,1350228,153248,193089,18631,20849,66259,79532,3284,3503,133951,146041,124513,135354,4806,5649,2096,2051,816,953,291,324,1429,1710,125772,136842,5445,6413,2764,2841,1145,1369,433,525
R,2,2010,62,3509379,1684180,1825199,1451089,1537773,145482,184482,12613,13493,59613,71617,2022,2005,13361,15829,1462131,1550720,148350,188349,21127,23754,63407,75811,3665,3824,1555316,1684017,1331136,1406630,141047,179214,10566,11509,58823,70729,1754,1716,11990,14219,1340980,1418162,143318,182365,18439,20999,62290,74551,3245,3372,128864,141182,119953,131143,4435,5268,2047,1984,790,888,268,289,1371,1610,121151,132558,5032,5984,2688,2755,1117,1260,420,452
R,2,2010,63,3205077,1532626,1672451,1326467,1415898,126454,162760,11443,12172,54111,65202,1779,1870,12372,14549,1336822,1427962,129086,166331,19415,21712,57464,68895,3275,3442,1416110,1543055,1217967,1295926,122433,157772,9590,10355,53457,64373,1538,1577,11125,13052,1227222,1306661,124527,160650,16941,19211,56518,67744,2916,3005,116516,129396,108500,119972,4021,4988,1853,1817,654,829,241,293,1247,1497,109600,121301,4559,5681,2474,2501,946,1151,359,437
R,2,2010,64,2612206,1240578,1371628,1059930,1144613,111089,145695,9488,10420,48236,57069,1715,1792,10120,12039,1068278,1154438,113340,148714,15744,17992,51136,60363,3045,3259,1133440,1251885,960094,1033123,107404,141246,7879,8852,47612,56363,1472,1557,8979,10744,967427,1041819,109157,143653,13595,15845,50267,59357,2685,2900,107138,119743,99836,111490,3685,4449,1609,1568,624,706,243,235,1141,1295,100851,112619,4183,5061,2149,2147,869,1006,360,359
R,2,2010,65,2596414,1228561,1367853,1055653,1148212,106319,141146,8934,10019,46288,55236,1569,1720,9798,11520,1063730,1157714,108413,143895,15133,17396,49045,58338,2885,3153,1130351,1255938,963791,1043755,103071,137193,7531,8514,45743,54570,1374,1500,8841,10406,971036,1052271,104732,139449,13273,15360,48276,57411,2571,2824,98210,111915,91862,104457,3248,3953,1403,1505,545,666,195,220,957,1114,92694,105443,3681,4446,1860,2036,769,927,314,329
R,2,2010,66,2598160,1222433,1375727,1060372,1168571,100223,134708,8709,9529,42356,50038,1396,1486,9377,11395,1068190,1178006,102226,137420,14742,17045,44898,52928,2627,2839,1132025,1269811,975899,1069654,97181,131001,7365,8195,41872,49401,1228,1284,8480,10276,982930,1078116,98791,133203,12985,15180,44201,52037,2341,2515,90408,105916,84473,98917,3042,3707,1344,1334,484,637,168,202,897,1119,85260,99890,3435,4217,1757,1865,697,891,286,324
R,2,2010,67,2531823,1185793,1346030,1029118,1144470,96798,131505,8074,9072,41431,49019,1348,1433,9024,10531,1036712,1153235,98676,134057,13995,15997,43812,51645,2440,2626,1101705,1245044,950534,1050130,93877,127869,6942,7828,40979,48434,1187,1260,8186,9523,957385,1058008,95395,129975,12456,14281,43170,50844,2194,2356,84088,100986,78584,94340,2921,3636,1132,1244,452,585,161,173,838,1008,79327,95227,3281,4082,1539,1716,642,801,246,270
R,2,2010,68,2219653,1031609,1188044,892578,1006064,84869,118194,7296,8048,37769,45161,1249,1270,7848,9307,899117,1013772,86502,120365,12451,14120,39849,47580,2189,2367,955693,1098304,821411,922161,82399,115015,6262,6950,37372,44651,1099,1094,7150,8433,827339,929084,83736,116812,11084,12623,39282,46853,1956,2118,75916,89740,71167,83903,2470,3179,1034,1098,397,510,150,176,698,874,71778,84688,2766,3553,1367,1497,567,727,233,249
R,2,2010,69,2090408,964836,1125572,828767,948167,82969,115301,6939,7648,37620,44314,1210,1275,7331,8867,834898,955440,84488,117469,11596,13341,39706,46665,2110,2361,890565,1036515,759264,864801,80396,112104,5928,6680,37232,43853,1061,1102,6684,7975,764831,871292,81611,113868,10302,11961,39157,46009,1886,2093,74271,89057,69503,83366,2573,3197,1011,968,388,461,149,173,647,892,70067,84148,2877,3601,1294,1380,549,656,224,268
R,2,2010,70,1986448,913847,1072601,784973,903068,78654,111013,6265,7253,35914,41718,1115,1292,6926,8257,790764,909851,80114,112991,10677,12452,37860,44004,1935,2291,844098,988087,719681,823950,76271,107965,5372,6306,35508,41261,977,1132,6289,7473,724922,830054,77440,109576,9480,11136,37303,43371,1738,2057,69749,84514,65292,79118,2383,3048,893,947,406,457,138,160,637,784,65842,79797,2674,3415,1197,1316,557,633,197,234
R,2,2010,71,1910008,873779,1036229,754971,879097,72491,103376,6057,6809,32728,38150,992,1121,6540,7676,760445,885455,73862,105167,10317,11684,34491,40224,1756,2048,808851,956479,694128,804479,70314,100429,5189,5903,32377,37733,876,975,5967,6960,699108,810195,71439,101881,9164,10478,34006,39635,1577,1829,64928,79750,60843,74618,2177,2947,868,906,351,417,116,146,573,716,61337,75260,2423,3286,1153,1206,485,589,179,219
R,2,2010,72,1816327,825583,990744,711872,837952,70010,100469,5539,6408,31123,37484,985,1119,6054,7312,716922,843954,71319,102270,9389,11046,32833,39461,1737,1979,764649,914984,654722,767177,67952,97653,4790,5488,30800,37052,861,989,5524,6625,659303,772574,69037,99120,8402,9846,32380,38870,1549,1780,60934,75760,57150,70775,2058,2816,749,920,323,432,124,130,530,687,57619,71380,2282,3150,987,1200,453,591,188,199
R,2,2010,73,1710381,769234,941147,664564,798628,64362,94030,5096,5901,28792,34911,849,936,5571,6741,669203,804151,65562,95635,8645,10103,30364,36852,1489,1748,712390,868393,611207,730429,62449,91444,4386,5063,28518,34524,735,835,5095,6098,615427,735391,63445,92766,7715,8984,29972,36296,1330,1580,56844,72754,53357,68199,1913,2586,710,838,274,387,114,101,476,643,53776,68760,2117,2869,930,1119,392,556,159,168
R,2,2010,74,1672437,744090,928347,642533,785468,63876,94811,4791,5821,26829,34623,765,956,5296,6668,646930,790932,65006,96430,8144,10052,28333,36493,1402,1703,689464,857587,591199,719104,62025,92278,4132,5047,26563,34266,687,825,4858,6067,595207,724046,62972,93650,7290,9000,27954,35977,1284,1517,54626,70760,51334,66364,1851,2533,659,774,266,357,78,131,438,601,51723,66886,2034,2780,854,1052,379,516,118,186
R,2,2010,75,1612700,711734,900966,616441,765690,60174,90394,4361,5444,24934,32244,814,915,5010,6279,620652,770860,61223,91899,7531,9321,26348,34053,1415,1666,659925,833768,567749,702592,58459,88110,3749,4696,24671,31896,735,786,4562,5688,571570,707250,59314,89346,6720,8321,25961,33546,1284,1473,51809,67198,48692,63098,1715,2284,612,748,263,348,79,129,448,591,49082,63610,1909,2553,811,1000,387,507,131,193
R,2,2010,76,1467542,640239,827303,556068,703210,52732,82390,3881,4849,22329,30347,676,785,4553,5722,559902,707949,53666,83758,6704,8385,23659,31974,1234,1477,594872,766752,513357,646396,51266,80215,3340,4191,22108,30045,607,684,4194,5221,516880,650684,52046,81359,6015,7504,23335,31558,1120,1329,45367,60551,42711,56814,1466,2175,541,658,221,302,69,101,359,501,43022,57265,1620,2399,689,881,324,416,114,148
R,2,2010,77,1474406,634184,840222,551780,715669,52301,83427,3776,4925,21339,29754,661,749,4327,5698,555385,720328,53250,84845,6449,8491,22588,31314,1190,1443,590320,780649,510521,659796,50875,81324,3251,4271,21125,29426,579,651,3969,5181,513809,664012,51666,82499,5754,7613,22296,30863,1073,1289,43864,59573,41259,55873,1426,2103,525,654,214,328,82,98,358,517,41576,56316,1584,2346,695,878,292,451,117,154
R,2,2010,78,1394015,594074,799941,524942,692521,43186,71210,3180,4202,18366,26199,551,696,3849,5113,528185,696782,44019,72422,5624,7373,19432,27619,1023,1295,553461,745065,486532,640737,41984,69439,2728,3648,18205,25931,482,603,3530,4707,489490,644636,42693,70480,5021,6634,19191,27250,915,1159,40613,54876,38410,51784,1202,1771,452,554,161,268,69,93,319,406,38695,52146,1326,1942,603,739,241,369,108,136
R,2,2010,79,1395820,585147,810673,515574,700673,43352,72420,3286,4175,18580,27516,585,689,3770,5200,518739,704985,44169,73641,5603,7399,19708,28970,1047,1323,544685,754565,477425,647872,42084,70526,2799,3572,18414,27246,518,591,3445,4758,480300,651796,42759,71552,4969,6596,19456,28596,947,1182,40462,56108,38149,52801,1268,1894,487,603,166,270,67,98,325,442,38439,53189,1410,2089,634,803,252,374,100,141
R,2,2010,80,1315688,542504,773184,479130,668776,39489,69851,2948,3877,16999,25199,474,624,3464,4857,482048,672737,40226,71063,5098,6873,18001,26586,915,1229,505417,721098,444087,619743,38371,68119,2519,3295,16848,24918,413,544,3179,4479,446755,623371,38994,69170,4529,6122,17781,26217,823,1104,37087,52086,35043,49033,1118,1732,429,582,151,281,61,80,285,378,35293,49366,1232,1893,569,751,220,369,92,125
R,2,2010,81,1235174,500481,734693,444893,639919,34456,63072,2547,3489,14954,23107,453,562,3178,4544,447611,643653,35088,64228,4570,6327,15823,24354,838,1103,467038,686610,413240,594682,33505,61419,2161,2969,14811,22886,398,493,2923,4161,415728,598097,34034,62388,4064,5638,15616,24030,758,991,33443,48083,31653,45237,951,1653,386,520,143,221,55,69,255,383,31883,45556,1054,1840,506,689,207,324,80,112
R,2,2010,82,1182622,469322,713300,417988,623209,31637,60248,2311,3352,14081,21605,382,558,2923,4328,420509,626789,32180,61277,4159,6081,14920,22784,709,1095,439300,669424,389553,581835,30794,58819,1965,2892,13951,21395,337,489,2700,3994,391871,585124,31266,59707,3701,5475,14730,22497,632,978,30022,43876,28435,41374,843,1429,346,460,130,210,45,69,223,334,28638,41665,914,1570,458,606,190,287,77,117
R,2,2010,83,1084623,419576,665047,374945,583734,27544,54411,2000,2958,12233,19483,308,523,2546,3938,377119,586980,28056,55395,3618,5456,12946,20553,599,997,392607,624620,349405,545625,26730,53072,1721,2545,12124,19285,271,462,2356,3631,351410,548610,27160,53919,3255,4900,12789,20278,541,899,26969,40427,25540,38109,814,1339,279,413,109,198,37,61,190,307,25709,38370,896,1476,363,556,157,275,58,98
R,2,2010,84,1013793,380392,633401,339648,556132,24935,51833,1771,2746,11391,18489,280,443,2367,3758,341659,559214,25449,52805,3259,5113,12054,19467,556,879,356223,595700,316717,520594,24257,50567,1529,2386,11296,18303,247,388,2177,3462,318569,523428,24694,51390,2921,4638,11906,19207,501,794,24169,37701,22931,35538,678,1266,242,360,95,186,33,55,190,296,23090,35786,755,1415,338,475,148,260,55,85
R,2,2010,85,941258,343877,597381,308035,528774,21310,45701,1678,2602,10519,16420,279,403,2056,3481,309768,531661,21758,46557,2981,4842,11088,17319,515,800,322392,563126,287685,496468,20708,44567,1437,2242,10424,16269,245,351,1893,3229,289281,499146,21082,45305,2664,4369,10952,17097,458,715,21485,34255,20350,32306,602,1134,241,360,95,151,34,52,163,252,20487,32515,676,1252,317,473,136,222,57,85
R,2,2010,86,826639,294909,531730,264986,472769,17583,39231,1334,2201,9059,14133,216,352,1731,3044,266461,475334,17946,39965,2431,4160,9538,14907,412,697,275630,502104,246651,444808,17084,38262,1138,1912,8977,14005,187,308,1593,2809,248012,447169,17382,38884,2172,3770,9423,14722,368,625,19279,29626,18335,27961,499,969,196,289,82,128,29,44,138,235,18449,28165,564,1081,259,390,115,185,44,72
R,2,2010,87,730290,252367,477923,226433,424562,14920,35360,1169,1956,8119,12939,185,325,1541,2781,227741,426861,15249,36063,2125,3762,8556,13644,379,643,236070,451501,210999,399650,14446,34483,1003,1700,8059,12816,159,290,1404,2562,212188,401765,14722,35081,1892,3404,8466,13471,331,581,16297,26422,15434,24912,474,877,166,256,60,123,26,35,137,219,15553,25096,527,982,233,358,90,173,48,62
R,2,2010,88,665128,223097,442031,202005,397002,12017,29864,994,1786,6576,10625,150,252,1355,2502,203160,399080,12312,30471,1834,3448,6962,11241,317,551,209381,418831,189009,375084,11629,29119,850,1561,6528,10525,122,217,1243,2325,190070,377008,11879,29649,1637,3142,6884,11090,275,487,13716,23200,12996,21918,388,745,144,225,48,100,28,35,112,177,13090,22072,433,822,197,306,78,151,42,64
R,2,2010,89,553802,177821,375981,160787,336801,9402,25391,793,1541,5604,9855,135,229,1100,2164,161705,338609,9663,25932,1460,2934,5944,10405,272,479,166589,355227,150160,317268,9048,24635,678,1345,5574,9780,113,203,1016,1996,151005,318928,9269,25091,1312,2670,5890,10290,239,435,11232,20754,10627,19533,354,756,115,196,30,75,22,26,84,168,10700,19681,394,841,148,264,54,115,33,44
R,2,2010,90,451784,139417,312367,125168,278042,7956,22728,623,1291,4707,8236,100,212,863,1858,125884,279573,8147,23189,1162,2512,4960,8704,202,420,130359,295622,116610,262249,7692,22168,524,1129,4663,8167,84,181,786,1728,117260,263674,7846,22568,1023,2290,4897,8599,180,373,9058,16745,8558,15793,264,560,99,162,44,69,16,31,77,130,8624,15899,301,621,139,222,63,105,22,47
R,2,2010,91,372639,109725,262914,99746,237494,5236,16359,519,1036,3433,6331,100,170,691,1524,100342,238777,5388,16744,952,2026,3626,6696,183,359,102780,249448,93205,224829,5015,15880,442,911,3405,6273,84,148,629,1407,93751,226014,5140,16211,851,1847,3576,6611,157,316,6945,13466,6541,12665,221,479,77,125,28,58,16,22,62,117,6591,12763,248,533,101,179,50,85,26,43
R,2,2010,92,297077,83172,213905,75627,193015,3770,13169,381,842,2771,5470,86,140,537,1269,76083,194064,3898,13492,715,1678,2918,5776,159,287,77694,202599,70451,182326,3609,12788,328,749,2750,5425,71,127,485,1184,70865,183302,3716,13072,641,1549,2880,5708,134,261,5478,11306,5176,10689,161,381,53,93,21,45,15,13,52,85,5218,10762,182,420,74,129,38,68,25,26
R,2,2010,93,235096,61942,173154,56222,156365,2767,10443,268,672,2197,4477,57,119,431,1078,56588,157280,2863,10708,538,1394,2318,4721,109,234,57807,164018,52325,147757,2630,10127,228,596,2183,4437,48,100,393,1001,52660,148611,2710,10353,480,1283,2293,4663,92,204,4135,9136,3897,8608,137,316,40,76,14,40,9,19,38,77,3928,8669,153,355,58,111,25,58,17,30
R,2,2010,94,184031,45325,138706,41166,125526,1882,7937,217,585,1691,3681,44,94,325,883,41438,126263,1957,8164,417,1164,1787,3881,86,205,41961,130963,37985,118202,1777,7694,189,516,1676,3655,37,82,297,814,38235,118881,1841,7887,377,1063,1761,3835,72,179,3364,7743,3181,7324,105,243,28,69,15,26,7,12,28,69,3203,7382,116,277,40,101,26,46,14,26
R,2,2010,95,144277,33029,111248,29800,100404,1439,6621,171,469,1327,2942,32,76,260,736,30022,101024,1499,6802,329,970,1401,3108,72,153,30358,104643,27271,94169,1367,6389,144,411,1316,2920,26,67,234,687,27471,94747,1415,6550,292,893,1381,3070,62,136,2671,6605,2529,6235,72,232,27,58,11,22,6,9,26,49,2551,6277,84,252,37,77,20,38,10,17
R,2,2010,96,104677,22253,82424,20100,74558,898,4675,114,379,935,2176,25,58,181,578,20251,75046,943,4815,222,774,988,2302,50,123,20251,77078,18215,69518,835,4495,96,330,923,2154,20,50,162,531,18352,69968,870,4616,195,696,970,2269,41,111,2002,5346,1885,5040,63,180,18,49,12,22,5,8,19,47,1899,5078,73,199,27,78,18,33,9,12
R,2,2010,97,77820,15308,62512,13667,56375,632,3617,108,295,730,1735,23,50,148,440,13789,56745,675,3742,193,590,780,1826,46,101,13792,58207,12238,52314,592,3470,89,260,722,1720,20,42,131,401,12347,52652,624,3573,169,537,766,1802,37,82,1516,4305,1429,4061,40,147,19,35,8,15,3,8,17,39,1442,4093,51,169,24,53,14,24,9,19
R,2,2010,98,52271,9513,42758,8494,38913,328,2066,68,205,512,1224,13,36,98,314,8571,39176,360,2151,123,419,546,1296,35,77,8459,39649,7502,35988,299,1953,56,180,506,1212,10,31,86,285,7568,36229,325,2022,107,379,535,1277,27,65,1054,3109,992,2925,29,113,12,25,6,12,3,5,12,29,1003,2947,35,129,16,40,11,19,8,12
R,2,2010,99,38204,6302,31902,5446,28605,297,1879,52,175,410,968,11,30,86,245,5515,28800,320,1955,102,332,438,1028,25,61,5465,29393,4664,26225,271,1801,43,153,404,959,10,25,73,230,4725,26408,288,1869,87,302,426,1014,21,53,837,2509,782,2380,26,78,9,22,6,9,1,5,13,15,790,2392,32,86,15,30,12,14,4,8
R,2,2010,100,67430,9444,57986,8090,52342,374,2692,91,332,714,2040,26,75,149,505,8206,52755,426,2845,168,655,769,2166,60,147,7722,52458,6480,47140,330,2504,70,289,695,2017,21,62,126,446,6578,47510,369,2631,141,583,740,2121,49,119,1722,5528,1610,5202,44,188,21,43,19,23,5,13,23,59,1628,5245,57,214,27,72,29,45,11,28
R,3,2010,999,308779455,152377449,156402006,121819525,123560664,19086398,20850457,1601008,1588293,6880563,7366077,298403,288484,2691552,2748031,124165565,125941208,20179726,21984996,2491021,2526674,7890844,8375669,581672,573215,126809390,132575870,98306461,101753935,18091273,19836068,1174103,1206019,6712154,7198837,228370,226097,2297029,2354914,100304716,103789471,19004219,20789475,1911845,1992334,7606808,8092124,465372,464671,25568059,23826136,23513064,21806729,995125,1014389,426905,382274,168409,167240,70033,62387,394523,393117,23860849,22151737,1175507,1195521,579176,534340,284036,283545,116300,108544
R,3,2010,0,4297267,2196785,2100482,1627417,1555185,338701,324146,31881,30493,101337,97482,5488,5253,91961,87923,1710927,1635025,387611,370905,50093,47907,135674,130315,12788,12233,1622398,1551597,1120549,1070872,304724,291646,20369,19479,96345,92716,3868,3704,76543,73180,1190459,1137711,346319,331409,33287,31831,125470,120565,9281,8878,574387,548885,506868,484313,33977,32500,11512,11014,4992,4766,1620,1549,15418,14743,520468,497314,41292,39496,16806,16076,10204,9750,3507,3355
R,3,2010,1,4266722,2180207,2086515,1620503,1546282,332181,321901,31190,30204,103525,99438,5495,5170,87313,83520,1699571,1621877,377742,365666,48901,47148,136663,131011,12542,11859,1615209,1544020,1121050,1067077,299106,289786,20010,19274,98558,94822,3868,3658,72617,69403,1187155,1130212,337723,326860,32656,31354,126760,121681,9146,8654,564998,542495,499453,479205,33075,32115,11180,10930,4967,4616,1627,1512,14696,14117,512416,491665,40019,38806,16245,15794,9903,9330,3396,3205
R,3,2010,2,4335990,2215123,2120867,1647219,1571028,335669,326333,31458,30626,106990,103278,5619,5273,88168,84329,1727040,1647303,381561,370450,49366,47782,140538,135215,12744,12023,1638727,1567257,1137267,1081734,302112,293649,20203,19521,101895,98594,3951,3732,73299,70027,1203968,1145382,340970,330980,32989,31746,130469,125777,9301,8781,576396,553610,509952,489294,33557,32684,11255,11105,5095,4684,1668,1541,14869,14302,523072,501921,40591,39470,16377,16036,10069,9438,3443,3242
R,3,2010,3,4326326,2211952,2114374,1651023,1572805,334241,322582,30984,29702,103574,101106,5355,5090,86775,83089,1729613,1648037,379322,366049,48674,46631,136543,132458,12375,11711,1637698,1564758,1141379,1084686,301283,291157,20112,19415,98918,96727,3847,3648,72159,69125,1207072,1147587,339481,328017,32749,31521,127000,123445,9093,8588,574254,549616,509644,488119,32958,31425,10872,10287,4656,4379,1508,1442,14616,13964,522541,500450,39841,38032,15925,15110,9543,9013,3282,3123
R,3,2010,4,4214109,2154545,2059564,1619186,1539521,317686,309684,28685,27911,101281,98287,5298,5026,82409,79135,1693913,1611242,360107,350653,45603,44174,132730,128321,12018,11382,1605115,1533623,1131875,1073319,285194,278002,19240,18837,96555,93954,3701,3539,68550,65972,1194373,1133402,321060,312706,31409,30563,123371,119660,8731,8338,549430,525941,487311,466202,32492,31682,9445,9074,4726,4333,1597,1487,13859,13163,499540,477840,39047,37947,14194,13611,9359,8661,3287,3044
R,3,2010,5,4181697,2137916,2043781,1611653,1534915,310139,299887,27791,26964,102766,99910,5353,5124,80214,76981,1684349,1604605,350846,339224,44362,42895,133827,129538,11951,11431,1605955,1534222,1136345,1079718,281621,272564,18906,18394,98190,95576,3729,3547,67164,64423,1197519,1138320,316207,306006,30943,29976,124911,121020,8759,8327,531961,509559,475308,455197,28518,27323,8885,8570,4576,4334,1624,1577,13050,12558,486830,466285,34639,33218,13419,12919,8916,8518,3192,3104
R,3,2010,6,4188834,2141533,2047301,1626448,1549005,302760,293997,27134,26169,101317,98208,5164,4916,78710,75006,1697840,1617055,342751,332388,43525,41813,131504,126699,11687,11050,1625334,1552652,1158236,1100501,281160,273092,18576,17998,97244,94369,3705,3505,66413,63187,1218737,1158080,315369,305892,30720,29564,123407,119011,8709,8211,516199,494649,468212,448504,21600,20905,8558,8171,4073,3839,1459,1411,12297,11819,479103,458975,27382,26496,12805,12249,8097,7688,2978,2839
R,3,2010,7,4125285,2109240,2016045,1605251,1527614,298395,290277,25990,25605,99459,96015,4978,4664,75167,71870,1673265,1592706,336577,327063,41883,40804,128154,123198,11338,10573,1608114,1536257,1146176,1088489,280508,273039,18164,17712,95972,92728,3753,3493,63541,60796,1203866,1143745,313203,304621,30033,29060,120944,116346,8708,8079,501126,479788,459075,439125,17887,17238,7826,7893,3487,3287,1225,1171,11626,11074,469399,448961,23374,22442,11850,11744,7210,6852,2630,2494
R,3,2010,8,4132876,2110899,2021977,1606642,1532461,304364,296498,25567,25018,95782,92641,4799,4613,73745,70746,1673414,1596498,342023,332862,41381,40173,123537,119067,10915,10471,1618282,1549772,1155322,1100063,286424,279060,18088,17664,92363,89487,3579,3451,62506,60047,1212105,1154570,318771,310358,30013,29103,116536,112545,8353,8047,492617,472205,451320,432398,17940,17438,7479,7354,3419,3154,1220,1162,11239,10699,461309,441928,23252,22504,11368,11070,7001,6522,2562,2424
R,3,2010,9,4162776,2127926,2034850,1615829,1538395,310765,302636,25749,24761,97669,94301,4980,4775,72934,69982,1681791,1601703,347817,338431,41495,39920,125215,120487,11161,10609,1646642,1575609,1177069,1120000,291725,284074,18001,17489,94162,90961,3662,3477,62023,59608,1233337,1174078,323646,314935,29985,29060,118201,113870,8507,8085,481284,459241,438760,418395,19040,18562,7748,7272,3507,3340,1318,1298,10911,10374,448454,427625,24171,23496,11510,10860,7014,6617,2654,2524
R,3,2010,10,3955108,2025057,1930051,1545207,1464406,296824,288487,24380,23175,86566,84099,4562,4315,67518,65569,1606397,1523827,331541,322588,39144,37433,111383,107927,10110,9673,1587094,1514052,1147063,1086659,278470,270914,17227,16485,83211,80875,3241,3086,57882,56033,1199686,1137611,308673,300482,28681,27420,104940,101679,7605,7320,437963,415999,398144,377747,18354,17573,7153,6690,3355,3224,1321,1229,9636,9536,406711,386216,22868,22106,10463,10013,6443,6248,2505,2353
R,3,2010,11,3985670,2038056,1947614,1554929,1476935,303304,295036,24774,23598,84580,83771,4601,4382,65868,63892,1614659,1534836,337127,328281,39292,37652,108555,106739,10153,9548,1612219,1541272,1167731,1108116,285234,277364,17773,17144,81307,80652,3358,3162,56816,54834,1219382,1157958,314912,306342,29140,28056,102320,100723,7857,7288,425837,406342,387198,368819,18070,17672,7001,6454,3273,3119,1243,1220,9052,9058,395277,376878,22215,21939,10152,9596,6235,6016,2296,2260
R,3,2010,12,3932072,2012612,1919460,1533849,1455859,302370,292275,24004,23168,85969,83623,4512,4183,61908,60352,1589855,1510442,334078,323450,37750,36420,108538,105481,9677,9161,1596877,1524308,1155392,1096564,284844,275428,17281,16764,82833,80619,3307,3043,53220,51890,1203673,1143592,312551,302593,27931,27124,102619,99811,7451,7053,415735,395152,378457,359295,17526,16847,6723,6404,3136,3004,1205,1140,8688,8462,386182,366850,21527,20857,9819,9296,5919,5670,2226,2108
R,3,2010,13,3976291,2033312,1942979,1554766,1476600,303416,295262,24317,23472,86400,85089,4524,4192,59889,58364,1608921,1529247,333418,324812,38126,36825,108276,106287,9647,9253,1619327,1549191,1177594,1118049,286022,278562,17531,17082,83291,82136,3276,3056,51613,50306,1224376,1163529,312208,304442,28402,27602,102577,100744,7433,7142,413985,393788,377172,358551,17394,16700,6786,6390,3109,2953,1248,1136,8276,8058,384545,365718,21210,20370,9724,9223,5699,5543,2214,2111
R,3,2010,14,4070644,2085305,1985339,1593799,1509094,315457,305999,24673,23639,87479,85325,4639,4406,59258,56876,1647127,1560181,344740,334615,38778,37065,109248,105949,9953,9388,1667662,1588184,1213070,1147105,297853,289093,17890,17313,84416,82463,3357,3238,51076,48972,1259115,1191211,323366,314090,29088,27992,103616,100492,7701,7265,417643,397155,380729,361989,17604,16906,6783,6326,3063,2862,1282,1168,8182,7904,388012,368970,21374,20525,9690,9073,5632,5457,2252,2123
R,3,2010,15,4109219,2105854,2003365,1605597,1518988,326564,317312,25283,24218,86926,83138,4773,4397,56711,55312,1656417,1568473,354123,344677,39354,37872,107674,103193,9972,9366,1690515,1609993,1226821,1160713,308959,300318,18422,17782,83961,80224,3473,3242,48879,47714,1270682,1203490,332980,324168,29622,28690,102301,97916,7713,7272,415339,393372,378776,358275,17605,16994,6861,6436,2965,2914,1300,1155,7832,7598,385735,364983,21143,20509,9732,9182,5373,5277,2259,2094
R,3,2010,16,4167698,2136769,2030929,1626429,1536324,337901,328954,25971,25347,87037,82400,4746,4577,54685,53327,1675392,1583881,363820,354816,40206,39312,107121,101508,9838,9532,1720300,1638495,1246211,1178991,320235,311743,19102,18831,84125,79604,3502,3465,47125,45861,1288486,1219941,342781,334226,30500,30030,101837,96409,7686,7514,416469,392434,380218,357333,17666,17211,6869,6516,2912,2796,1244,1112,7560,7466,386906,363940,21039,20590,9706,9282,5284,5099,2152,2018
