UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2010,51,4414521,2168119,2246402,1791290,1812951,244106,286826,19278,20435,89320,99722,3508,3372,20617,23096,1808026,1831618,249122,292979,30174,33213,96895,107450,6204,6361,1920314,2006823,1560969,1591982,235536,277100,15065,16532,87794,98094,2915,2841,18035,20274,1575460,1608213,239429,282009,24766,28011,94738,105123,5343,5460,247805,239579,230321,220969,8570,9726,4213,3903,1526,1628,593,531,2582,2822,232566,223405,9693,10970,5408,5202,2157,2327,861,901
R,5,2010,52,4454815,2189053,2265762,1813196,1836400,243060,283953,19450,20451,89359,99108,3391,3223,20597,22627,1829873,1854562,247917,289982,30557,33109,96828,106704,6199,6082,1948050,2032136,1589213,1620698,234710,274585,15279,16740,87905,97537,2824,2697,18119,19879,1603754,1636489,238513,279401,25248,28104,94757,104461,5349,5255,241003,233626,223983,215702,8350,9368,4171,3711,1454,1571,567,526,2478,2748,226119,218073,9404,10581,5309,5005,2071,2243,850,827
R,5,2010,53,4332694,2119382,2213312,1759761,1794672,233095,276911,18444,19725,85070,96792,3183,3219,19829,21993,1775973,1812324,237728,282732,29403,32296,92086,103950,5701,5928,1894087,1990650,1550358,1589149,225217,267859,14535,16189,83725,95341,2685,2695,17567,19417,1564569,1604563,228869,272553,24454,27556,90188,101873,4978,5100,225295,222662,209403,205523,7878,9052,3909,3536,1345,1451,498,524,2262,2576,211404,207761,8859,10179,4949,4740,1898,2077,723,828
R,5,2010,54,4198786,2050846,2147940,1705584,1742385,222435,265686,17662,19017,83322,96346,3015,3136,18828,21370,1720854,1759495,226859,271348,28317,31334,89880,103297,5396,5755,1837056,1935179,1506984,1546027,214835,257127,13980,15689,82039,94865,2531,2617,16687,18854,1520391,1560983,218338,261647,23590,26822,88114,101205,4665,4974,213790,212761,198600,196358,7600,8559,3682,3328,1283,1481,484,519,2141,2516,200463,198512,8521,9701,4727,4512,1766,2092,731,781
R,5,2010,55,4212846,2062570,2150276,1717140,1747343,222054,264195,17660,18593,83982,96225,3000,3125,18734,20795,1732301,1764001,226548,269592,28195,30786,90375,102838,5425,5733,1853355,1942945,1523054,1555993,214426,255691,14102,15415,82716,94782,2521,2651,16536,18413,1536311,1570627,217920,259985,23600,26479,88620,100849,4706,5001,209215,207331,194086,191350,7628,8504,3558,3178,1266,1443,479,474,2198,2382,195990,193374,8628,9607,4595,4307,1755,1989,719,732
R,5,2010,56,3973070,1929291,2043779,1616438,1671898,200376,243250,16300,17687,76352,88725,2687,2913,17138,19306,1630392,1687446,204361,248201,26198,29301,82082,94633,4909,5257,1743160,1853606,1443902,1496352,193515,235633,13078,14678,75196,87400,2286,2484,15183,17059,1456129,1509962,196649,239590,22053,25200,80454,92797,4296,4590,186131,190173,172536,175546,6861,7617,3222,3009,1156,1325,401,429,1955,2247,174263,177484,7712,8611,4145,4101,1628,1836,613,667
R,5,2010,57,3869819,1876355,1993464,1576909,1635537,189812,232180,15479,16773,74838,87571,2583,2725,16734,18678,1590499,1650514,193608,236949,25324,28021,80373,93360,4728,5013,1702470,1812503,1415661,1468293,183426,224974,12503,13934,73789,86326,2181,2315,14910,16661,1427670,1481519,186415,228834,21463,24257,78911,91605,4139,4402,173885,180961,161248,167244,6386,7206,2976,2839,1049,1245,402,410,1824,2017,162829,168995,7193,8115,3861,3764,1462,1755,589,611
R,5,2010,58,3724517,1803935,1920582,1523488,1580631,178952,222520,14561,15881,69179,81420,2440,2584,15315,17546,1535942,1594736,182441,227085,23780,26792,74008,86463,4362,4714,1641491,1751570,1372658,1424280,173086,215901,11885,13265,68193,80255,2056,2246,13613,15623,1383625,1436708,175839,219613,20297,23255,72639,84850,3791,4184,162444,169012,150830,156351,5866,6619,2676,2616,986,1165,384,338,1702,1923,152317,158028,6602,7472,3483,3537,1369,1613,571,530
R,5,2010,59,3591727,1732482,1859245,1456130,1523483,176770,219022,14306,15259,67916,82068,2430,2453,14930,16960,1468346,1537065,180206,223500,23314,25805,72531,86945,4309,4481,1575512,1694289,1310323,1371105,171158,212430,11762,12754,66912,80916,2057,2080,13300,15004,1321124,1382988,173841,216012,20003,22380,71164,85322,3778,3901,156970,164956,145807,152378,5612,6592,2544,2505,1004,1152,373,373,1630,1956,147222,154077,6365,7488,3311,3425,1367,1623,531,580
R,5,2010,60,3605456,1741074,1864382,1462048,1526371,176825,218253,14116,15098,71173,85404,2457,2484,14455,16772,1473761,1539749,180195,222684,22918,25551,75591,90242,4394,4501,1587102,1700835,1319026,1374931,171214,211782,11631,12718,70217,84312,2122,2150,12892,14942,1329388,1386727,173865,215357,19691,22330,74269,88707,3895,3974,153972,163547,143022,151440,5611,6471,2485,2380,956,1092,335,334,1563,1830,144373,153022,6330,7327,3227,3221,1322,1535,499,527
R,5,2010,61,3420627,1642218,1778409,1392970,1471998,156449,197201,12842,13853,64049,77313,2153,2256,13755,15788,1404256,1484837,159544,201288,21458,23864,68066,81625,3842,4075,1506190,1631015,1266511,1335445,151578,191481,10720,11757,63230,76349,1840,1934,12311,14049,1276530,1346776,154029,194781,18655,20961,66905,80242,3380,3555,136028,147394,126459,136553,4871,5720,2122,2096,819,964,313,322,1444,1739,127726,138061,5515,6507,2803,2903,1161,1383,462,520
R,5,2010,62,3446304,1652880,1793424,1417398,1503057,147071,186425,12522,13573,60545,72728,2059,2019,13285,15622,1428355,1515759,150007,190295,20907,23617,64355,76945,3684,3861,1522775,1650725,1296384,1370512,142539,181073,10458,11580,59747,71817,1780,1725,11867,14018,1306100,1381814,144846,184233,18198,20857,63220,75655,3250,3391,130105,142699,121014,132545,4532,5352,2064,1993,798,911,279,294,1418,1604,122255,133945,5161,6062,2709,2760,1135,1290,434,470
R,5,2010,63,3434231,1643296,1790935,1426407,1521339,133927,171739,12139,12858,55893,67603,1812,1948,13118,15448,1437403,1534179,136654,175512,20686,23079,59397,71444,3385,3560,1522355,1656970,1313832,1397096,129736,166617,10205,10972,55186,66748,1574,1646,11822,13891,1323685,1408552,131916,169678,18092,20479,58387,70253,3022,3111,120941,133965,112575,124243,4191,5122,1934,1886,707,855,238,302,1296,1557,113718,125627,4738,5834,2594,2600,1010,1191,363,449
R,5,2010,64,2608772,1238810,1369962,1058905,1143299,109936,144640,9509,10346,48587,57828,1737,1759,10136,12090,1067268,1153165,112202,147693,15767,17900,51515,61196,3068,3256,1131634,1249571,959002,1031367,106257,140082,7884,8755,47979,57110,1491,1523,9021,10734,966374,1040048,108020,142492,13628,15698,50659,60166,2712,2885,107176,120391,99903,111932,3679,4558,1625,1591,608,718,246,236,1115,1356,100894,113117,4182,5201,2139,2202,856,1030,356,371
R,5,2010,65,2607144,1234477,1372667,1059048,1150059,107731,142852,9074,10218,47078,56143,1586,1758,9960,11637,1067274,1159607,109872,145638,15324,17671,49895,59274,2919,3185,1133589,1259068,964748,1044053,104414,138830,7602,8683,46501,55471,1383,1521,8941,10510,972073,1052608,106107,141109,13362,15607,49091,58340,2603,2836,100888,113599,94300,106006,3317,4022,1472,1535,577,672,203,237,1019,1127,95201,106999,3765,4529,1962,2064,804,934,316,349
R,5,2010,66,2563712,1206492,1357220,1043267,1149043,100357,134247,8749,9512,43451,51464,1438,1552,9230,11402,1050897,1158482,102341,136975,14662,16957,45993,54428,2658,2935,1114940,1249882,957742,1048775,97236,130499,7395,8178,42956,50824,1268,1343,8343,10263,964601,1057222,98834,132709,12900,15085,45289,53515,2366,2603,91552,107338,85525,100268,3121,3748,1354,1334,495,640,170,209,887,1139,86296,101260,3507,4266,1762,1872,704,913,292,332
R,5,2010,67,2585662,1211151,1374511,1053755,1171536,97462,132672,8151,9216,41186,48840,1367,1432,9230,10815,1061544,1180547,99386,135275,14190,16364,43621,51504,2503,2652,1125815,1272405,974011,1076245,94496,128977,7001,7913,40741,48231,1200,1265,8366,9774,981037,1084339,96042,131112,12625,14564,42973,50682,2245,2390,85336,102106,79744,95291,2966,3695,1150,1303,445,609,167,167,864,1041,80507,96208,3344,4163,1565,1800,648,822,258,262
R,5,2010,68,2266910,1053989,1212921,911884,1027227,86450,120273,7448,8220,38888,46426,1263,1286,8056,9489,918608,1035091,88140,122508,12735,14417,41006,48881,2216,2391,976422,1120775,839208,941035,83922,117027,6377,7107,38478,45900,1112,1108,7325,8598,845286,948101,85300,118880,11313,12904,40429,48133,1977,2130,77567,92146,72676,86192,2528,3246,1071,1113,410,526,151,178,731,891,73322,86990,2840,3628,1422,1513,577,748,239,261
R,5,2010,69,2092057,965739,1126318,831439,950164,81673,114260,6914,7700,37160,44118,1202,1274,7351,8802,837575,957396,83188,116391,11643,13372,39212,46440,2117,2363,892228,1038343,762595,867826,79167,111112,5923,6716,36773,43662,1056,1104,6714,7923,768182,874287,80391,112840,10361,11987,38665,45783,1898,2101,73511,87975,68844,82338,2506,3148,991,984,387,456,146,170,637,879,69393,83109,2797,3551,1282,1385,547,657,219,262
R,5,2010,70,2016523,927249,1089274,794710,915157,80968,113983,6526,7399,36821,42876,1142,1301,7082,8558,800635,922184,82445,116049,11015,12801,38832,45228,1979,2330,855626,1002568,727696,834006,78496,110866,5587,6420,36410,42413,999,1139,6438,7724,733057,840305,79674,112562,9777,11415,38271,44581,1775,2097,71623,86706,67014,81151,2472,3117,939,979,411,463,143,162,644,834,67578,81879,2771,3487,1238,1386,561,647,204,233
R,5,2010,71,1903062,871089,1031973,752349,875387,72081,102614,6043,6826,33087,38369,1011,1131,6518,7646,757795,881723,73465,104387,10275,11679,34863,40435,1767,2061,805975,952088,691326,800629,69899,99674,5182,5934,32733,37937,890,977,5945,6937,696281,806330,71032,101106,9128,10486,34372,39839,1588,1835,65114,79885,61023,74758,2182,2940,861,892,354,432,121,154,573,709,61514,75393,2433,3281,1147,1193,491,596,179,226
R,5,2010,72,1839504,836151,1003353,721403,849115,70407,101326,5618,6556,31567,37787,986,1148,6170,7421,726577,855210,71711,103156,9568,11238,33281,39806,1755,2023,774123,926327,663238,777138,68317,98467,4853,5625,31231,37366,865,1016,5619,6715,667923,782612,69395,99952,8554,10027,32810,39221,1563,1815,62028,77026,58165,71977,2090,2859,765,931,336,421,121,132,551,706,58654,72598,2316,3204,1014,1211,471,585,192,208
R,5,2010,73,1712270,770704,941566,665089,798235,64776,94246,5141,5971,29214,35288,878,966,5606,6860,669747,803844,66000,95882,8698,10285,30804,37228,1531,1798,713416,868639,611358,729880,62848,91658,4414,5125,28927,34894,758,857,5111,6225,615587,734931,63853,93005,7742,9171,30392,36668,1363,1622,57288,72927,53731,68355,1928,2588,727,846,287,394,120,109,495,635,54160,68913,2147,2877,956,1114,412,560,168,176
R,5,2010,74,1667341,742502,924839,641371,782884,63304,94297,4822,5792,26893,34324,764,914,5348,6628,645799,788331,64465,95915,8223,9995,28409,36185,1400,1650,688051,854289,590208,716744,61428,91747,4173,5037,26634,33951,683,803,4925,6007,594263,721656,62415,93110,7377,8943,28045,35651,1282,1481,54451,70550,51163,66140,1876,2550,649,755,259,373,81,111,423,621,51536,66675,2050,2805,846,1052,364,534,118,169
R,5,2010,75,1634802,722184,912618,624642,774405,61433,92158,4514,5620,25720,33081,807,959,5068,6395,628892,779649,62484,93705,7724,9569,27148,34931,1418,1726,668957,843606,574616,709616,59673,89793,3876,4829,25453,32742,727,824,4612,5802,578460,714339,60520,91076,6893,8522,26760,34434,1289,1535,53227,69012,50026,64789,1760,2365,638,791,267,339,80,135,456,593,50432,65310,1964,2629,831,1047,388,497,129,191
R,5,2010,76,1469654,641103,828551,556251,703822,53085,82840,3924,4906,22516,30388,703,799,4624,5796,560154,708621,54030,84233,6813,8506,23850,32025,1260,1481,594918,767327,512780,646384,51597,80658,3372,4240,22289,30076,635,686,4245,5283,516357,650727,52380,81816,6105,7617,23510,31590,1150,1315,46185,61224,43471,57438,1488,2182,552,666,227,312,68,113,379,513,43797,57894,1650,2417,708,889,340,435,110,166
R,5,2010,77,1457801,627605,830196,545872,706774,51538,82191,3757,4844,21443,29933,668,771,4327,5683,549476,711423,52489,83580,6420,8378,22703,31510,1203,1487,584090,770933,504980,651168,50097,80091,3231,4205,21225,29618,585,676,3972,5175,508273,655372,50891,81250,5727,7517,22404,31078,1080,1334,43515,59263,40892,55606,1441,2100,526,639,218,315,83,95,355,508,41203,56051,1598,2330,693,861,299,432,123,153
R,5,2010,78,1403015,598128,804887,526275,693926,44984,73646,3318,4432,19047,26978,562,695,3942,5210,529598,698259,45829,74890,5818,7703,20143,28400,1034,1286,556694,748808,487094,641103,43755,71793,2856,3844,18876,26692,492,599,3621,4777,490125,645059,44477,72848,5202,6918,19891,28006,931,1142,41434,56079,39181,52823,1229,1853,462,588,171,286,70,96,321,433,39473,53200,1352,2042,616,785,252,394,103,144
R,5,2010,79,1371028,575133,795895,507606,688475,41992,70678,3194,4055,18059,26882,572,683,3710,5122,510706,692723,42804,71871,5459,7194,19172,28335,1044,1330,535284,741021,469996,636824,40783,68821,2712,3473,17901,26615,503,588,3389,4700,472814,640707,41452,69837,4839,6422,18928,27958,938,1191,39849,54874,37610,51651,1209,1857,482,582,158,267,69,95,321,422,37892,52016,1352,2034,620,772,244,377,106,139
R,5,2010,80,1335015,551047,783968,485943,677270,40520,71136,3071,3985,17473,25968,500,645,3540,4964,488931,681347,41257,72365,5276,7065,18503,27357,939,1236,512801,730244,449839,626655,39326,69372,2624,3404,17313,25689,440,562,3259,4562,452580,630371,39956,70424,4685,6307,18274,26993,846,1109,38246,53724,36104,50615,1194,1764,447,581,160,279,60,83,281,402,36351,50976,1301,1941,591,758,229,364,93,127
R,5,2010,81,1224774,496896,727878,441197,633270,34409,62817,2572,3539,15094,23158,442,567,3182,4527,443908,636978,35073,63960,4587,6364,15963,24415,832,1122,463392,679581,409517,587847,33436,61165,2177,2995,14957,22930,389,491,2916,4153,411988,591244,33988,62132,4072,5657,15757,24082,756,1004,33504,48297,31680,45423,973,1652,395,544,137,228,53,76,266,374,31920,45734,1085,1828,515,707,206,333,76,118
R,5,2010,82,1179286,468606,710680,417357,620702,31428,59856,2335,3315,14145,21925,399,553,2942,4329,419889,624269,31982,60910,4193,6007,14997,23122,736,1092,437927,665918,388297,578507,30571,58367,1991,2863,14006,21706,352,490,2710,3985,390618,581780,31046,59272,3733,5400,14800,22820,657,979,30679,44762,29060,42195,857,1489,344,452,139,219,47,63,232,344,29271,42489,936,1638,460,607,197,302,79,113
R,5,2010,83,1091333,423390,667943,377933,585616,27915,54930,2047,3038,12570,19837,317,531,2608,3991,380160,588904,28426,55914,3707,5599,13296,20908,617,1017,396042,627117,352028,547153,27111,53567,1747,2611,12462,19642,280,462,2414,3682,354082,550175,27545,54414,3324,5028,13134,20643,554,911,27348,40826,25905,38463,804,1363,300,427,108,195,37,69,194,309,26078,38729,881,1500,383,571,162,265,63,106
R,5,2010,84,1007026,379007,628019,338553,551224,24790,51307,1778,2785,11252,18470,287,448,2347,3785,340559,554333,25299,52277,3267,5161,11889,19461,548,889,354470,590168,315296,515522,24072,50071,1538,2421,11162,18284,246,396,2156,3474,317140,518374,24499,50889,2932,4669,11750,19199,485,803,24537,37851,23257,35702,718,1236,240,364,90,186,41,52,191,311,23419,35959,800,1388,335,492,139,262,63,86
R,5,2010,85,940584,344118,596466,307820,526635,21633,46518,1675,2625,10629,16784,276,410,2085,3494,309576,529526,22079,47391,2979,4861,11230,17693,525,816,322209,561435,287061,493618,21026,45351,1427,2250,10529,16617,248,361,1918,3238,288678,496293,21401,46104,2645,4373,11085,17457,475,735,21909,35031,20759,33017,607,1167,248,375,100,167,28,49,167,256,20898,33233,678,1287,334,488,145,236,50,81
R,5,2010,86,835894,297776,538118,267307,477829,17849,39973,1413,2263,9199,14568,224,356,1784,3129,268830,480472,18234,40715,2550,4287,9680,15360,426,711,278418,507821,248913,449231,17334,38990,1215,1958,9117,14443,193,312,1646,2887,250322,451671,17651,39619,2294,3876,9563,15172,378,634,19358,30297,18394,28598,515,983,198,305,82,125,31,44,138,242,18508,28801,583,1096,256,411,117,188,48,77
R,5,2010,87,730736,253280,477456,227409,424429,14825,35010,1156,1967,8167,12944,193,343,1530,2763,228692,426710,15146,35718,2114,3746,8600,13668,387,654,236622,451010,211608,399475,14363,34128,987,1716,8102,12828,163,306,1399,2557,212778,401583,14633,34734,1879,3402,8504,13502,338,595,16658,26446,15801,24954,462,882,169,251,65,116,30,37,131,206,15914,25127,513,984,235,344,96,166,49,59
R,5,2010,88,659382,221295,438087,199726,392230,12134,30160,1030,1791,6871,11093,147,256,1387,2557,200909,394348,12441,30779,1880,3475,7278,11716,315,565,207170,414288,186339,369760,11732,29397,889,1561,6819,10981,125,222,1266,2367,187418,371713,11989,29932,1686,3167,7190,11549,276,499,14125,23799,13387,22470,402,763,141,230,52,112,22,34,121,190,13491,22635,452,847,194,308,88,167,39,66
R,5,2010,89,559206,180705,378501,163632,339573,9455,25271,780,1538,5583,9734,139,229,1116,2156,164582,341381,9712,25810,1466,2931,5915,10285,272,474,169325,357867,152878,320141,9095,24541,661,1344,5550,9660,114,201,1027,1980,153751,321797,9312,24989,1310,2659,5855,10169,235,422,11380,20634,10754,19432,360,730,119,194,33,74,25,28,89,176,10831,19584,400,821,156,272,60,116,37,52
R,5,2010,90,469431,144694,324737,130126,289321,7959,23191,671,1371,4912,8695,105,212,921,1947,130889,290925,8166,23693,1238,2657,5182,9172,220,425,135036,306754,120983,272390,7689,22559,566,1192,4874,8621,88,185,836,1807,121674,273879,7856,22998,1090,2411,5125,9062,194,384,9658,17983,9143,16931,270,632,105,179,38,74,17,27,85,140,9215,17046,310,695,148,246,57,110,26,41
R,5,2010,91,367930,108436,259494,98068,233477,5472,16760,513,1028,3588,6519,101,171,694,1539,98660,234766,5629,17133,948,2025,3774,6898,188,369,101506,245941,91546,220730,5247,16282,433,900,3556,6457,84,145,640,1427,92092,221926,5381,16604,850,1846,3726,6810,161,323,6930,13553,6522,12747,225,478,80,128,32,62,17,26,54,112,6568,12840,248,529,98,179,48,88,27,46
R,5,2010,92,301115,84727,216388,77142,195319,3831,13226,393,884,2755,5529,81,153,525,1277,77586,196386,3954,13548,717,1720,2910,5835,148,306,78970,204734,71702,184310,3658,12818,333,785,2736,5488,69,141,472,1192,72104,185305,3760,13097,633,1581,2872,5775,129,280,5757,11654,5440,11009,173,408,60,99,19,41,12,12,53,85,5482,11081,194,451,84,139,38,60,19,26
R,5,2010,93,236434,62445,173989,56607,156981,2755,10524,284,689,2290,4581,62,116,447,1098,56986,157900,2854,10811,557,1413,2419,4839,119,234,58205,164698,52620,148220,2613,10214,242,611,2274,4541,51,98,405,1014,52966,149068,2694,10460,498,1300,2389,4776,97,204,4240,9291,3987,8761,142,310,42,78,16,40,11,18,42,84,4020,8832,160,351,59,113,30,63,22,30
R,5,2010,94,185983,46163,139820,41885,126487,1969,7980,211,573,1721,3782,48,96,329,902,42164,127242,2041,8200,418,1177,1817,3987,94,205,42752,132028,38647,119119,1867,7731,185,510,1707,3750,40,83,306,835,38906,119819,1931,7914,380,1081,1796,3939,79,180,3411,7792,3238,7368,102,249,26,63,14,32,8,13,23,67,3258,7423,110,286,38,96,21,48,15,25
R,5,2010,95,144053,33090,110963,29883,100222,1369,6447,183,473,1357,3001,33,79,265,741,30107,100838,1432,6638,343,976,1432,3170,72,160,30403,104328,27351,93951,1287,6224,153,417,1345,2978,27,71,240,687,27554,94521,1337,6394,302,897,1413,3127,62,144,2687,6635,2532,6271,82,223,30,56,12,23,6,8,25,54,2553,6317,95,244,41,79,19,43,10,16
R,5,2010,96,106241,22536,83705,20324,75654,899,4731,116,396,980,2293,24,59,193,572,20487,76142,947,4864,232,786,1036,2414,52,119,20471,78213,18369,70484,839,4542,101,342,970,2270,20,50,172,525,18515,70933,879,4655,206,707,1020,2379,45,105,2065,5492,1955,5170,60,189,15,54,10,23,4,9,21,47,1972,5209,68,209,26,79,16,35,7,14
R,5,2010,97,77122,15230,61892,13652,55892,599,3457,105,296,714,1743,21,45,139,459,13768,56279,639,3583,188,602,756,1842,39,98,13686,57586,12197,51827,558,3312,86,258,705,1728,17,37,123,424,12300,52186,588,3419,163,549,741,1818,30,83,1544,4306,1455,4065,41,145,19,38,9,15,4,8,16,35,1468,4093,51,164,25,53,15,24,9,15
R,5,2010,98,53704,9789,43915,8668,39717,379,2338,68,207,541,1286,19,45,114,322,8762,39986,412,2426,133,419,583,1365,45,89,8666,40622,7612,36613,347,2225,56,182,536,1275,16,39,99,288,7693,36855,372,2296,114,377,573,1343,36,74,1123,3293,1056,3104,32,113,12,25,5,11,3,6,15,34,1069,3131,40,130,19,42,10,22,9,15
R,5,2010,99,37573,6218,31355,5457,28315,236,1617,47,177,389,972,9,27,80,247,5516,28516,260,1690,93,343,416,1028,25,58,5418,28870,4708,25963,212,1539,39,153,382,965,7,23,70,227,4762,26149,232,1602,80,309,404,1014,21,49,800,2485,749,2352,24,78,8,24,7,7,2,4,10,20,754,2367,28,88,13,34,12,14,4,9
R,5,2010,100,68764,9776,58988,8310,53101,423,2823,100,340,760,2126,26,78,157,520,8432,53523,477,2984,187,670,816,2257,59,149,7969,53226,6627,47679,375,2623,77,297,741,2101,21,64,128,462,6728,48058,413,2756,151,601,783,2208,46,122,1807,5762,1683,5422,48,200,23,43,19,25,5,14,29,58,1704,5465,64,228,36,69,33,49,13,27
R,6,2010,999,309396380,152700821,156695559,122018725,123728705,19139280,20901783,1608113,1595000,6921275,7410815,299977,290007,2713451,2769249,124384764,126128594,20245030,22048170,2501627,2536778,7939729,8428447,584882,576376,126944044,132698194,98336647,101768967,18134663,19878422,1177509,1209513,6751380,7242183,229433,227188,2314412,2371921,100350948,103820146,19057748,20841621,1917228,1997783,7652802,8142188,467533,466928,25756777,23997365,23682078,21959738,1004617,1023361,430604,385487,169895,168632,70544,62819,399039,397328,24033816,22308448,1187282,1206549,584399,538995,286927,286259,117349,109448
R,6,2010,0,4308176,2202356,2105820,1630596,1558225,339681,325096,32003,30608,101520,97656,5509,5273,93047,88962,1715148,1639064,389354,372585,50319,48118,136145,130764,12865,12309,1625038,1554125,1121240,1071529,305526,292425,20425,19531,96501,92863,3881,3715,77465,74062,1192052,1139228,347802,332840,33401,31932,125851,120929,9326,8924,577318,551695,509356,486696,34155,32671,11578,11077,5019,4793,1628,1558,15582,14900,523096,499836,41552,39745,16918,16186,10294,9835,3539,3385
R,6,2010,1,4275036,2184452,2090584,1622419,1548799,333586,322151,31351,30254,103439,99849,5495,5205,88162,84326,1702290,1625165,379764,366447,49159,47289,136798,131667,12589,11956,1616760,1546295,1120706,1068048,300314,289976,20082,19306,98467,95196,3869,3679,73322,70090,1187487,1131854,339470,327522,32779,31436,126839,122250,9174,8716,567692,544289,501713,480751,33272,32175,11269,10948,4972,4653,1626,1526,14840,14236,514803,493311,40294,38925,16380,15853,9959,9417,3415,3240
R,6,2010,2,4318866,2205485,2113381,1637261,1562582,336419,327299,31215,30625,107018,103410,5626,5290,87946,84175,1716857,1638697,382317,371421,49047,47722,140427,135257,12734,12021,1628722,1559180,1126841,1072906,302870,294507,20099,19461,101891,98693,3945,3738,73076,69875,1193320,1136392,341730,331837,32816,31634,130318,125791,9271,8776,576763,554201,510420,489676,33549,32792,11116,11164,5127,4717,1681,1552,14870,14300,523537,502305,40587,39584,16231,16088,10109,9466,3463,3245
R,6,2010,3,4344043,2221051,2122992,1655802,1577097,336380,325200,31477,30037,104598,101861,5422,5141,87372,83656,1734927,1652826,381821,369016,49298,47073,137748,133406,12487,11808,1642823,1569640,1143198,1086241,303029,293298,20269,19490,99840,97392,3882,3669,72605,69550,1209294,1149514,341512,330441,32985,31651,128052,124254,9162,8643,578228,553352,512604,490856,33351,31902,11208,10547,4758,4469,1540,1472,14767,14106,525633,503312,40309,38575,16313,15422,9696,9152,3325,3165
R,6,2010,4,4231599,2163192,2068407,1623668,1545269,320116,311330,29118,28148,101737,98806,5271,4999,83282,79855,1699183,1617642,363067,352742,46179,44535,133490,129072,12025,11409,1608596,1536927,1131406,1073323,287735,280033,19375,18883,97078,94568,3722,3569,69280,66551,1194563,1133936,324066,315117,31631,30676,124158,120459,8773,8402,554596,531480,492262,471946,32381,31297,9743,9265,4659,4238,1549,1430,14002,13304,504620,483706,39001,37625,14548,13859,9332,8613,3252,3007
R,6,2010,5,4188741,2142002,2046739,1612505,1534342,312448,302483,28059,27432,102977,99907,5364,5113,80649,77462,1685584,1604459,353479,342189,44698,43462,134148,129636,11997,11417,1604440,1532588,1133655,1076675,282360,273480,18965,18666,98345,95504,3739,3533,67376,64730,1195014,1135548,317148,307190,31004,30292,125102,120999,8782,8303,537562,514151,478850,457667,30088,29003,9094,8766,4632,4403,1625,1580,13273,12732,490570,468911,36331,34999,13694,13170,9046,8637,3215,3114
R,6,2010,6,4196888,2145482,2051406,1627652,1550251,304326,295422,27192,26262,101944,98874,5222,4992,79146,75605,1699432,1618811,344535,334104,43659,41988,132342,127683,11773,11202,1624890,1552198,1156434,1098668,281591,273380,18692,18084,97756,94933,3721,3538,66696,63595,1217195,1156595,315949,306391,30853,29671,124071,119810,8737,8283,520592,499208,471218,451583,22735,22042,8500,8178,4188,3941,1501,1454,12450,12010,482237,462216,28586,27713,12806,12317,8271,7873,3036,2919
R,6,2010,7,4142576,2118381,2024195,1611540,1533894,298745,290140,26324,25787,100587,97018,5082,4741,76103,72615,1680439,1599708,337354,327276,42327,41073,129733,124538,11510,10690,1612521,1539728,1149490,1091637,279863,271977,18220,17697,96901,93566,3767,3501,64280,61350,1207899,1147455,312906,303814,30136,29069,122229,117445,8750,8105,505860,484467,462050,442257,18882,18163,8104,8090,3686,3452,1315,1240,11823,11265,472540,452253,24448,23462,12191,12004,7504,7093,2760,2585
R,6,2010,8,4122292,2105743,2016549,1602605,1527847,302356,294812,25677,25028,96408,93435,4790,4619,73907,70808,1669512,1591921,340036,331160,41483,40182,124322,119968,10956,10486,1611378,1542605,1149347,1093456,284720,277708,18086,17673,93032,90264,3601,3468,62592,60036,1206199,1147944,317060,308964,29974,29079,117339,113396,8400,8060,494365,473944,453258,434391,17636,17104,7591,7355,3376,3171,1189,1151,11315,10772,463313,443977,22976,22196,11509,11103,6983,6572,2556,2426
